,Date,User,Tweet,clean_tweet,stem_rmSW,lx_sentiment,tf_sentiment2
53,2023-06-08 01:30:52+00:00,yantisusan991,Babinsa Ds. Terban Serka Ambar Menghadiri kegiatan Rapat Pleno Terbuka Rekapitulasi Daftar Pemilih Sementara Hasil Pemutakhiran ( DPSHP ) Akhir Pemilu tahun 2024 Ds. Terban Kec. Pabelan Kab. Semarang. https://t.co/UdP5Oi7vmO,babinsa ds terban serka ambar menghadiri kegiatan rapat pleno terbuka rekapitulasi daftar pemilih sementara hasil pemutakhiran  dpshp  akhir pemilu tahun 2024 ds terban kec pabelan kab semarang ,babinsa ds terban serka ambar hadir giat rapat pleno buka rekapitulasi daftar pilih hasil mutakhir dpshp milu 2024 ds terban kec pabelan kab semarang,negatif,neutral
54,2023-06-08 01:30:47+00:00,HumasFlotim,Bersinergi untuk Menciptakan rasa aman dan nyaman jelang pemilu 2024 https://t.co/NM8arZXjUs,bersinergi untuk menciptakan rasa aman dan nyaman jelang pemilu 2024 ,sinergi cipta aman nyaman jelang milu 2024,positif,neutral
55,2023-06-08 01:29:26+00:00,pwettyczeni,@bubbIeguvm @nctzenbase emang sekarang jeno pemilu berapa ya?,  emang sekarang jeno pemilu berapa ya,emang jeno milu ya,positif,neutral
56,2023-06-08 01:29:23+00:00,afiiitz10,"@TriW1212 @Alifiaanfahmi @HabisNontonFilm mereka pada mencar. ada yg liburan, ada sibuk ke pemilu 2024",   mereka pada mencar ada yg liburan ada sibuk ke pemilu 2024,mencar yg libur sibuk milu 2024,neutral,negative
57,2023-06-08 01:28:49+00:00,ALisdiarto,"@Azt1p88595158 @BurhanMuhtadi @LSI_Lembaga Tunggu hasil pemilu aja.. kalo hampir sama berarti amanah..

Tp bisa dilihat history lembaga2 survey dr yg dianggap tdk adil thdp pemilu 2014/2019, atau pilkada DKI 2017 lalu..","   tunggu hasil pemilu aja kalo hampir sama berarti amanah

tp bisa dilihat history lembaga2 survey dr yg dianggap tdk adil thdp pemilu 20142019 atau pilkada dki 2017 lalu",tunggu hasil milu aja kalo amanah tp history lembaga 2 survey dr yg anggap tdk adil thdp milu 2014201 9 pilkada dki 2017,positif,negative
58,2023-06-08 01:28:36+00:00,xandersolo1,"@abufaiqmustofa @CNNIndonesia Komisi Pemilihan Umum (KPU) adalah lembaga negara yang menyelenggarakan pemilihan umum (pemilu) di Indonesia, yakni meliputi Pemilihan Umum Anggota DPR, DPD, DPRD, Pemilihan Umum Presiden dan Wakil Presiden, serta Pemilihan Kepala Daerah dan Wakil Kepala Daerah di Provinsi",  komisi pemilihan umum kpu adalah lembaga negara yang menyelenggarakan pemilihan umum pemilu di indonesia yakni meliputi pemilihan umum anggota dpr dpd dprd pemilihan umum presiden dan wakil presiden serta pemilihan kepala daerah dan wakil kepala daerah di provinsi,komisi pilih kpu lembaga negara selenggara pilih milu indonesia liput pilih anggota dpr dpd dprd pilih presiden wakil presiden pilih kepala daerah wakil kepala daerah provinsi,negatif,neutral
59,2023-06-08 01:28:35+00:00,ch_chotimah2,"Pagi2 godain kadrun.😊

Elektabilitas Ganjar Makin Moncer Jelang Pemilu, Pendukung Anies Diledek Habis-habisan.
Kadrun kelompok radikal siap2 menangis lagi, tiga kali berturut-turut.
#GanjarMenangTotal 🤟
https://t.co/JY0mIIQFQh","pagi2 godain kadrun

elektabilitas ganjar makin moncer jelang pemilu pendukung anies diledek habishabisan
kadrun kelompok radikal siap2 menangis lagi tiga kali berturutturut

",pagi 2 godain kadrun elektabilitas ganjar moncer jelang milu dukung anies ledek habishabisan kadrun kelompok radikal 2 menang kali berturutturut,negatif,negative
60,2023-06-08 01:25:56+00:00,Im00568047,"Cawe cawe Presiden pd pemilu 2024 tergolong inkonstituaional (bukan dlm tugas dan kewenangan presiden) &amp; perbuatan yg tercela. 
#MakzulkanPresidenCawe2 
#MakzulkanPresidenCawe2 https://t.co/iUF0ZznU2t","cawe cawe presiden pd pemilu 2024 tergolong inkonstituaional bukan dlm tugas dan kewenangan presiden amp perbuatan yg tercela 
",cawe cawe presiden pd milu 2024 golong inkonstituaional dlm tugas wenang presiden amp buat yg cela,positif,negative
61,2023-06-08 01:25:44+00:00,faizhafebri,"Waspada Politik Identitas dalam Pemilu 2024

#stoppolitikidentitas #Pemilu2024damai #PemiluTanpaPolitikIdentitas #PemiluDamai","waspada politik identitas dalam pemilu 2024

",waspada politik identitas milu 2024,negatif,neutral
63,2023-06-08 01:25:22+00:00,KpuMesuji,"Repost @kpu_ri 

#TemanPemilih, kamu perlu tau, inilah Rekapitulasi Data Pengajuan Bakal Calon Anggota DPR RI oleh Partai Politik Peserta Pemilu Tahun 2024

#kpumesuji
#KPUMelayani
#PemiluSerentak2024 https://t.co/PAqCF3A2x8","repost  

 kamu perlu tau inilah rekapitulasi data pengajuan bakal calon anggota dpr ri oleh partai politik peserta pemilu tahun 2024

",repost tau rekapitulasi data aju calon anggota dpr ri partai politik serta milu 2024,negatif,neutral
66,2023-06-08 01:24:48+00:00,Bimo41521318,"🔥 COMING SOON🔥

KAPOLDA JATIM ESPORTS COMPETITION 2023

Dengan tema _""Ciptakan Pemilu Damai dan Jawa Timur Bebas Narkoba""._

Segera persiapkan diri dan tim kalian untuk menjadi sang juara di KAPOLDA JATIM ESPORTS COMPETITION 2023

Ikuti informasi terkini di IG @humaspoldajati https://t.co/YAMhTtjv47"," coming soon

kapolda jatim esports competition 2023

dengan tema ciptakan pemilu damai dan jawa timur bebas narkoba

segera persiapkan diri dan tim kalian untuk menjadi sang juara di kapolda jatim esports competition 2023

ikuti informasi terkini di ig  ",coming soon kapolda jatim esports competition 2023 tema cipta milu damai jawa timur bebas narkoba siap tim sang juara kapolda jatim esports competition 2023 ikut informasi kini ig,negatif,neutral
67,2023-06-08 01:24:03+00:00,TraseerNew,"@anon_sialan Ajak taruhan, kalo sampe 2024 gak 0%, PDIP gak udah ikut pemilu 😐", ajak taruhan kalo sampe 2024 gak 0 pdip gak udah ikut pemilu ,ajak taruh kalo sampe 2024 gak 0 pdip gak udah milu,positif,negative
68,2023-06-08 01:23:39+00:00,BeoSophia,"Waspada Politik Identitas dalam Pemilu 2024

#stoppolitikidentitas #Pemilu2024damai #PemiluTanpaPolitikIdentitas #PemiluDamai https://t.co/se2E165sGB","waspada politik identitas dalam pemilu 2024

",waspada politik identitas milu 2024,negatif,neutral
69,2023-06-08 01:23:28+00:00,BeoSophia,"Kita harus mencegah politik identitas dimanfaatkan untuk kepentingan Pemilu 2024.

#stoppolitikidentitas #Pemilu2024damai #PemiluTanpaPolitikIdentitas #PemiluDamai https://t.co/QCanwSqLl8","kita harus mencegah politik identitas dimanfaatkan untuk kepentingan pemilu 2024

",cegah politik identitas manfaat penting milu 2024,negatif,neutral
70,2023-06-08 01:23:26+00:00,pps_mutihkulon,"Kamis(8/6)
#temanpemilih, 
PPS Desa Mutih Kulon melakukan sosialisasi https://t.co/lE5bh6IJl0 dan sosialisasi pelaksanaan Pemilu 2024 kepada Ibu - Ibu warga RT 06 RW 05 Desa Mutih Kulon.

#kpuri
#kpujateng
#kpudemak
#ppkwedung2024
#ppsmutihkulon
#pemiluserentak2024
#kpumelayani https://t.co/2khIHJyLvy","kamis86
 
pps desa mutih kulon melakukan sosialisasi  dan sosialisasi pelaksanaan pemilu 2024 kepada ibu  ibu warga rt 06 rw 05 desa mutih kulon

",kamis 86 pps desa mutih kulon sosialisasi sosialisasi laksana milu 2024 warga rt 06 rw 05 desa mutih kulon,negatif,neutral
71,2023-06-08 01:22:54+00:00,Dodolmeong1,"@jokowi monggo silakan lakukan apapun yg menjadi kewenangan bapak, asal jangan mendegradasi kualitas pemilu 2024 dg cawe-cawe yg gak perlu ....", monggo silakan lakukan apapun yg menjadi kewenangan bapak asal jangan mendegradasi kualitas pemilu 2024 dg cawecawe yg gak perlu ,monggo sila laku apa yg wenang degradasi kualitas milu 2024 dg cawecawe yg gak,neutral,negative
72,2023-06-08 01:21:29+00:00,Love_Innaa,"@Quvvatt Wong cilik hanya jadi barang jualan partai wong licik setiap jelang pemilu/pilpres  ..

Setelah pemilu , wong cilik tetep dilestarikan dan semakin dimisquinkan  .."," wong cilik hanya jadi barang jualan partai wong licik setiap jelang pemilupilpres  

setelah pemilu  wong cilik tetep dilestarikan dan semakin dimisquinkan  ",cilik barang jual partai licik jelang pemilupilpres milu cilik tetep lestari dimisquinkan,positif,negative
73,2023-06-08 01:21:13+00:00,LawanKedzoliman,"Kenapa kelompok sana takut jika anies membawa politik identitas? 
Sebab jika politik identitas serius di usung anies maka pemilu akan di menangkan Anies 1 putaran karena Indonesia mayoritas islam 60 % suara bisa masuk ke anies... Pahamkan sekarang 😂😂😂","kenapa kelompok sana takut jika anies membawa politik identitas 
sebab jika politik identitas serius di usung anies maka pemilu akan di menangkan anies 1 putaran karena indonesia mayoritas islam 60  suara bisa masuk ke anies pahamkan sekarang ",kelompok takut anies bawa politik identitas politik identitas serius usung anies milu menang anies 1 putar indonesia mayoritas islam 60 suara masuk anies paham,negatif,negative
74,2023-06-08 01:20:27+00:00,alsaryono,"@hayder_imron Yg perlu (dan kalau anda mau) diketahui tentang janji PKS ini di Pemilu 2019 :
1. Jika PKS Menang, pajak dan SIM gratis
2. Setelah realita Pemilu 2019 PKS hanya meraih 8%an tapi tetap menyuarakan ut perjuangan SIM dan pajak motor gratis disetiap pembahasan RUU yg beririsan."," yg perlu dan kalau anda mau diketahui tentang janji pks ini di pemilu 2019 
1 jika pks menang pajak dan sim gratis
2 setelah realita pemilu 2019 pks hanya meraih 8an tapi tetap menyuarakan ut perjuangan sim dan pajak motor gratis disetiap pembahasan ruu yg beririsan",yg janji pks milu 2019 1 pks menang pajak sim gratis 2 realita milu 2019 pks raih 8an suara ut juang sim pajak motor gratis tiap bahas ruu yg iris,negatif,positive
75,2023-06-08 01:20:06+00:00,geloraco,"AHY: Pemilu 2024 Tidak Fair Kalau Demokrat Berhasil Dirampas
https://t.co/J0uteh8zvm","ahy pemilu 2024 tidak fair kalau demokrat berhasil dirampas
",ahy milu 2024 fair demokrat hasil rampas,positif,negative
76,2023-06-08 01:18:41+00:00,viocintaislam,"Mari kita jaga Penyelenggaraan Pemilu 2024 agar berjalan aman damai. Oleh karena itu, mari kita jaga persatuan dan kesatuan
#pemiluamandamai, #jagapersatuan,
#SukseskanPemilu2024 https://t.co/B03pRfBHhK","mari kita jaga penyelenggaraan pemilu 2024 agar berjalan aman damai oleh karena itu mari kita jaga persatuan dan kesatuan
 
",mari jaga selenggara milu 2024 jalan aman damai mari jaga satu satu,negatif,positive
77,2023-06-08 01:17:33+00:00,beritajatimcom,"Hadrean Renanda: PDIP Surabaya Siap Bertarung di Pemilu Terbuka atau Tertutup.

DPC PDI Perjuangan (PDIP) Kota Surabaya dalam menghadapi Pemilu 2024 akan siap dengan sistem proporsional terbuka… #PolitikPemerintahan #HadreanRenanda via @beritajatimcom https://t.co/wisr7CaEa1","hadrean renanda pdip surabaya siap bertarung di pemilu terbuka atau tertutup

dpc pdi perjuangan pdip kota surabaya dalam menghadapi pemilu 2024 akan siap dengan sistem proporsional terbuka via  ",hadrean renanda pdip surabaya tarung milu buka tutup dpc pdi juang pdip kota surabaya hadap milu 2024 sistem proporsional buka via,negatif,neutral
78,2023-06-08 01:17:12+00:00,viocintaislam,"Mari kita jaga Penyelenggaraan Pemilu 2024 agar berjalan aman damai. Oleh karena itu, mari kita jaga persatuan dan kesatuan
#pemiluamandamai, #jagapersatuan,
#SukseskanPemilu2024 https://t.co/Qa51n0D1jr","mari kita jaga penyelenggaraan pemilu 2024 agar berjalan aman damai oleh karena itu mari kita jaga persatuan dan kesatuan
 
",mari jaga selenggara milu 2024 jalan aman damai mari jaga satu satu,negatif,positive
79,2023-06-08 01:15:53+00:00,YWijatmoko,"Dipinggir trotoar, tempat ramai, muncul wajah2 cantik, tampan dan baik hati... tapi entah berapa pemilu kondisi legislatif justru memburuk... ternyata berbanding terbalik.",dipinggir trotoar tempat ramai muncul wajah2 cantik tampan dan baik hati tapi entah berapa pemilu kondisi legislatif justru memburuk ternyata berbanding terbalik,pinggir trotoar ramai muncul wajah 2 cantik tampan hati milu kondisi legislatif buruk banding balik,negatif,negative
80,2023-06-08 01:13:49+00:00,Deanwarsapta,"@txtdrpemerintah Jadi yg masih ngotot ideologi garis keras dll terbantahkan😂😂😂
Yaa emang udh jadi hal yg lumrah ko di poltik kita. Partai habis2an saling hujat dielit, pas didaerah mereka mesra berkoalisi. 
Bahkan dlu ada partai islam duet sama pastai kristen didaerah yg jadi pemenang pemilu."," jadi yg masih ngotot ideologi garis keras dll terbantahkan
yaa emang udh jadi hal yg lumrah ko di poltik kita partai habis2an saling hujat dielit pas didaerah mereka mesra berkoalisi 
bahkan dlu ada partai islam duet sama pastai kristen didaerah yg jadi pemenang pemilu",yg ngotot ideologi garis keras dll bantah yaa emang udh yg lumrah ko poltik partai habis 2an hujat dielit pas daerah mesra koalisi dlu partai islam duet pasta kristen daerah yg menang milu,negatif,negative
81,2023-06-08 01:13:26+00:00,zaenalkmi,"@BennyHarmanID Pemilu aja belum , laporan juga belum ada udah bilang curang,, Halu", pemilu aja belum  laporan juga belum ada udah bilang curang halu,milu aja lapor udah bilang curang halu,negatif,negative
82,2023-06-08 01:13:22+00:00,anemon_jowo,"@republikaonline mbelgedes ,, , tiap ada pemilu selalu aja seperti itu janji nya ,,", mbelgedes   tiap ada pemilu selalu aja seperti itu janji nya ,mbelgedes milu aja janji nya,positif,positive
83,2023-06-08 01:11:20+00:00,AirinNatasya1,"Politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu Pemilu 2024. kita harus mencegah politik identitas dimanfaatkan untuk kepentingan Pemilu 2024.
#stoppolitikidentitas #Pemilu2024damai #PemiluTanpaPolitikIdentitas #PemiluDamai https://t.co/efwOadh09K","politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu pemilu 2024 kita harus mencegah politik identitas dimanfaatkan untuk kepentingan pemilu 2024
",politik identitas milik tingkat rawan banding potensi ganggu milu 2024 cegah politik identitas manfaat penting milu 2024,negatif,negative
84,2023-06-08 01:11:15+00:00,AirinNatasya1,"Politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu Pemilu 2024. kita harus mencegah politik identitas dimanfaatkan untuk kepentingan Pemilu 2024.
#stoppolitikidentitas #Pemilu2024damai #PemiluTanpaPolitikIdentitas #PemiluDamai https://t.co/13JJjMHzbU","politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu pemilu 2024 kita harus mencegah politik identitas dimanfaatkan untuk kepentingan pemilu 2024
",politik identitas milik tingkat rawan banding potensi ganggu milu 2024 cegah politik identitas manfaat penting milu 2024,negatif,negative
85,2023-06-08 01:11:11+00:00,AirinNatasya1,"Politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu Pemilu 2024. kita harus mencegah politik identitas dimanfaatkan untuk kepentingan Pemilu 2024.
#stoppolitikidentitas #Pemilu2024damai #PemiluTanpaPolitikIdentitas #PemiluDamai https://t.co/oa4soIK9d1","politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu pemilu 2024 kita harus mencegah politik identitas dimanfaatkan untuk kepentingan pemilu 2024
",politik identitas milik tingkat rawan banding potensi ganggu milu 2024 cegah politik identitas manfaat penting milu 2024,negatif,negative
86,2023-06-08 01:11:06+00:00,AirinNatasya1,"Politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu Pemilu 2024. kita harus mencegah politik identitas dimanfaatkan untuk kepentingan Pemilu 2024.
#stoppolitikidentitas #Pemilu2024damai #PemiluTanpaPolitikIdentitas #PemiluDamai https://t.co/bdolOnBjoX","politik identitas memiliki tingkat kerawanan paling tinggi dibanding hal lain yang berpotensi mengganggu pemilu 2024 kita harus mencegah politik identitas dimanfaatkan untuk kepentingan pemilu 2024
",politik identitas milik tingkat rawan banding potensi ganggu milu 2024 cegah politik identitas manfaat penting milu 2024,negatif,negative
87,2023-06-08 01:10:49+00:00,SRampoe,@Gank_Of_Petojo Hanya wong licik yg tiap pemilu manfaatin wong cilik.... 😁😃, hanya wong licik yg tiap pemilu manfaatin wong cilik ,licik yg milu manfaatin cilik,neutral,negative
88,2023-06-08 01:10:40+00:00,dms_ambon,"Bawaslu Maluku Ingatkan Waspadai Politisasi Dana Desa Jelang Pemilu 2024 
https://t.co/2a68TJsuqr","bawaslu maluku ingatkan waspadai politisasi dana desa jelang pemilu 2024 
",bawaslu malu ingat waspada politisasi dana desa jelang milu 2024,negatif,neutral
89,2023-06-08 01:09:42+00:00,_garu_da,"Ayo kita bersama-sama ciptakan Pemilu 2024 yang jurdil, semua masyarakat berperan penting untuk untuk menjaga pemilu berjalan dengan kondusif 
#Gempa
Golden Buzzer BTS BTS BTS
Tasya Going Seventeen https://t.co/ovJ8UxPhvG","ayo kita bersamasama ciptakan pemilu 2024 yang jurdil semua masyarakat berperan penting untuk untuk menjaga pemilu berjalan dengan kondusif 
golden buzzer bts bts bts
tasya going seventeen ",ayo bersamasama cipta milu 2024 jurdil masyarakat peran jaga milu jalan kondusif golden buzzer bts bts bts tasya going seventeen,positif,positive
90,2023-06-08 01:09:05+00:00,KPU_Karangasem,"Pada kesempatan itu, Sekretaris KPU Karangasem, Gusti Bagus Sanjaya selaku Pembina Apel menyampaikan kepada jajaran untuk membantu pelaksanaan Rapat Koordinasi terkait Pelaksanaan Verifikasi Administrasi Persyaratan Calon Anggota DPRD Pemilu Tahun 2024.",pada kesempatan itu sekretaris kpu karangasem gusti bagus sanjaya selaku pembina apel menyampaikan kepada jajaran untuk membantu pelaksanaan rapat koordinasi terkait pelaksanaan verifikasi administrasi persyaratan calon anggota dprd pemilu tahun 2024,sempat sekretaris kpu karangasem gusti bagus sanjaya bina apel jajar bantu laksana rapat koordinasi kait laksana verifikasi administrasi syarat calon anggota dprd milu 2024,negatif,neutral
91,2023-06-08 01:09:04+00:00,fransis74201222,"DIA PIKIR  RAKYAT  INDONESIA  BEGO ? 😜 SEP. PEMILU 2 YG DULU  KAOS DARI SIAPA  SAJA DI TERIMA 🤲,SEMBAKO DARI MANA AJA TERIMA🙌 TAPI ME MILIH TETAP MILIH ORANG BAIK !👍🏾YG BER IMAN🕌 YG TIDAK NYOGOK🤳🏽 KARENA NYOGOK 👉🏾 RP 50.000 NANTI  MAU MALING👉🏾 5OOO TRILIUN .IBLIS👹👈🏼 ITU !😡",dia pikir  rakyat  indonesia  bego   sep pemilu 2 yg dulu  kaos dari siapa  saja di terima sembako dari mana aja terima tapi me milih tetap milih orang baik yg ber iman yg tidak nyogok karena nyogok  rp 50000 nanti  mau maling 5ooo triliun iblis itu ,pikir rakyat indonesia bego sep milu 2 yg kaos terima sembako aja terima me milih milih orang yg ber iman yg nyogok nyogok rp 5000 maling 5ooo triliun iblis,negatif,negative
92,2023-06-08 01:07:20+00:00,SikkaKpu,"#TemanPemilih Lopa hulirr yuuk pastikan, kita terdaftar dalam Daftar Pemilih dengan cek di laman https://t.co/5I0qD52Pks .

Mari sukseskan Pemilu 14 Februari 2024 

#KPUMelayani #kpusikka #PemiluSerentak2024 https://t.co/YEOUeOWiJi","lopa hulirr yuuk pastikan kita terdaftar dalam daftar pemilih dengan cek di laman  

mari sukseskan pemilu 14 februari 2024 

",lopa hulirr yuuk pasti daftar daftar pilih cek laman mari sukses milu 14 februari 2024,negatif,neutral
